run_id,total_time,total_images,images_per_sec,avg_data_load_time,avg_cpu,avg_ram
1,376.46847796440125,2500,6.640662223614906,1.840953585467761e-07,18.424050632911392,0.5855077429662777

statistic,total_time,total_images,images_per_sec,avg_data_load_time,avg_cpu,avg_ram
mean,376.46847796440125,2500.0,6.640662223614906,1.840953585467761e-07,18.424050632911392,0.5855077429662777
std,0.0,0.0,0.0,0.0,0.0,0.0
